asset_id,display_name_pt,display_name_en,source_task,asset_group,category,subcategory,phase,priority,batch_id,generation_method,source_art_required,target_polycount,texture_resolution,rig_required,animation_set,concept_prompt,geometry_prompt,texture_prompt,concept_attempts_planned,geometry_attempts_planned,remesh_attempts_planned,retexture_attempts_planned,rig_attempts_planned,approval_criteria,unity_path,status,approval_status
env_goblin_mine_mine_track_straight_001,Trilho Reto,Straight Mine Track,Task018,Environment,Environment,modular prop,Vertical Slice,P0,B07_GOBLIN_ENV_CORE,Text to 3D,Optional,700,1024x1024,No,None,Prompts/EnvironmentStations/ConceptArt/env_goblin_mine_mine_track_straight_001_concept_sheet.txt,Prompts/EnvironmentStations/Meshy/env_goblin_mine_mine_track_straight_001_geometry.txt,Prompts/EnvironmentStations/Texture/env_goblin_mine_mine_track_straight_001_texture.txt,1,3,1,1,0,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed,Assets/_Game/Art/Environments/goblin_mine/Models,Not Started,Pending
env_goblin_mine_mine_wall_corner_001,Canto de Mina,Mine Wall Corner,Task018,Environment,Environment,wall,Vertical Slice,P0,B07_GOBLIN_ENV_CORE,Image to 3D,Yes,2700,1024x1024,No,None,Prompts/EnvironmentStations/ConceptArt/env_goblin_mine_mine_wall_corner_001_concept_sheet.txt,Prompts/EnvironmentStations/Meshy/env_goblin_mine_mine_wall_corner_001_geometry.txt,Prompts/EnvironmentStations/Texture/env_goblin_mine_mine_wall_corner_001_texture.txt,2,3,1,1,0,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed,Assets/_Game/Art/Environments/goblin_mine/Models,Not Started,Pending
env_goblin_mine_mine_wall_straight_001,Parede de Mina Reta,Straight Mine Wall,Task018,Environment,Environment,wall,Vertical Slice,P0,B07_GOBLIN_ENV_CORE,Image to 3D,Yes,2350,1024x1024,No,None,Prompts/EnvironmentStations/ConceptArt/env_goblin_mine_mine_wall_straight_001_concept_sheet.txt,Prompts/EnvironmentStations/Meshy/env_goblin_mine_mine_wall_straight_001_geometry.txt,Prompts/EnvironmentStations/Texture/env_goblin_mine_mine_wall_straight_001_texture.txt,2,3,1,1,0,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed,Assets/_Game/Art/Environments/goblin_mine/Models,Not Started,Pending
env_goblin_mine_wood_support_beam_001,Viga de Suporte,Wood Support Beam,Task018,Environment,Environment,structure,Vertical Slice,P0,B07_GOBLIN_ENV_CORE,Image to 3D,Yes,950,1024x1024,No,None,Prompts/EnvironmentStations/ConceptArt/env_goblin_mine_wood_support_beam_001_concept_sheet.txt,Prompts/EnvironmentStations/Meshy/env_goblin_mine_wood_support_beam_001_geometry.txt,Prompts/EnvironmentStations/Texture/env_goblin_mine_wood_support_beam_001_texture.txt,2,3,1,1,0,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed,Assets/_Game/Art/Environments/goblin_mine/Models,Not Started,Pending
equipment_amulet_t02_base,Amuleto T2,Amulet T2,Task017,Equipment,Accessory,amulet,MVP,P1,B08_EQUIPMENT_T2,Text to 3D,Optional,900,512,No,None,Prompts/Equipment/ConceptArt/equipment_amulet_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_amulet_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_amulet_t02_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/amulet/T2/Models,Not Started,Pending
equipment_cloth_boots_t02_base,Botas Arcanas T2,Arcane Boots T2,Task017,Equipment,Cloth Armor,cloth_boots,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_boots_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_boots_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_boots/T2/Models,Not Started,Pending
equipment_cloth_gloves_t02_base,Luvas Arcanas T2,Arcane Gloves T2,Task017,Equipment,Cloth Armor,cloth_gloves,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_gloves_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_gloves_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_gloves/T2/Models,Not Started,Pending
equipment_cloth_hood_t02_base,Capuz Arcano T2,Arcane Hood T2,Task017,Equipment,Cloth Armor,cloth_hood,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_hood_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_hood_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T2/Models,Not Started,Pending
equipment_cloth_robe_t02_base,Manto Arcano T2,Arcane Robe T2,Task017,Equipment,Cloth Armor,cloth_robe,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,3350,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_robe_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_robe_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_robe/T2/Models,Not Started,Pending
equipment_heavy_boots_t02_base,Botas Pesadas T2,Heavy Boots T2,Task017,Equipment,Heavy Armor,heavy_boots,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_boots_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_boots_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T2/Models,Not Started,Pending
equipment_heavy_chest_t02_base,Peitoral Pesado T2,Heavy Chest Armor T2,Task017,Equipment,Heavy Armor,heavy_chest,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,3750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_chest_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_chest_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T2/Models,Not Started,Pending
equipment_heavy_gloves_t02_base,Manoplas Pesadas T2,Heavy Gauntlets T2,Task017,Equipment,Heavy Armor,heavy_gloves,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1550,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_gloves_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_gloves_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T2/Models,Not Started,Pending
equipment_heavy_helmet_t02_base,Elmo Pesado T2,Heavy Helmet T2,Task017,Equipment,Heavy Armor,heavy_helmet,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,2200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_helmet_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_helmet_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T2/Models,Not Started,Pending
equipment_light_boots_t02_base,Botas Leves T2,Light Boots T2,Task017,Equipment,Light Armor,light_boots,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_boots_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_boots_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_boots_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_boots/T2/Models,Not Started,Pending
equipment_light_chest_t02_base,Armadura Leve T2,Light Chest Armor T2,Task017,Equipment,Light Armor,light_chest,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,2800,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_chest_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_chest_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_chest_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_chest/T2/Models,Not Started,Pending
equipment_light_gloves_t02_base,Luvas Leves T2,Light Gloves T2,Task017,Equipment,Light Armor,light_gloves,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_gloves_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_gloves_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_gloves_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T2/Models,Not Started,Pending
equipment_light_hood_t02_base,Capuz Leve T2,Light Hood T2,Task017,Equipment,Light Armor,light_hood,MVP,P1,B08_EQUIPMENT_T2,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_hood_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_hood_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_hood_t02_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_hood/T2/Models,Not Started,Pending
equipment_longbow_t02_base,Arco Longo T2,Longbow T2,Task017,Equipment,Weapon,longbow,MVP,P1,B08_EQUIPMENT_T2,Text to 3D,Optional,1700,1024,No,None,Prompts/Equipment/ConceptArt/equipment_longbow_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_longbow_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_longbow_t02_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/longbow/T2/Models,Not Started,Pending
equipment_ring_t02_base,Anel T2,Ring T2,Task017,Equipment,Accessory,ring,MVP,P1,B08_EQUIPMENT_T2,Text to 3D,Optional,550,512,No,None,Prompts/Equipment/ConceptArt/equipment_ring_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_ring_t02_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/ring/T2/Models,Not Started,Pending
equipment_shield_t02_base,Escudo T2,Shield T2,Task017,Equipment,Weapon,shield,MVP,P1,B08_EQUIPMENT_T2,Text to 3D,Optional,2500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_shield_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_shield_t02_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/shield/T2/Models,Not Started,Pending
equipment_staff_t02_base,Cajado T2,Staff T2,Task017,Equipment,Weapon,staff,MVP,P1,B08_EQUIPMENT_T2,Text to 3D,Optional,2400,1024,No,None,Prompts/Equipment/ConceptArt/equipment_staff_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_staff_t02_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/staff/T2/Models,Not Started,Pending
equipment_sword_1h_t02_base,Espada de Uma Mão T2,One-Handed Sword T2,Task017,Equipment,Weapon,sword_1h,MVP,P1,B08_EQUIPMENT_T2,Text to 3D,Optional,2000,1024,No,None,Prompts/Equipment/ConceptArt/equipment_sword_1h_t02_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t02_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_sword_1h_t02_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/sword_1h/T2/Models,Not Started,Pending
equipment_amulet_t03_base,Amuleto T3,Amulet T3,Task017,Equipment,Accessory,amulet,MVP,P1,B09_EQUIPMENT_T3,Text to 3D,Optional,900,512,No,None,Prompts/Equipment/ConceptArt/equipment_amulet_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_amulet_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_amulet_t03_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/amulet/T3/Models,Not Started,Pending
equipment_cloth_boots_t03_base,Botas Arcanas T3,Arcane Boots T3,Task017,Equipment,Cloth Armor,cloth_boots,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_boots_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_boots_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_boots/T3/Models,Not Started,Pending
equipment_cloth_gloves_t03_base,Luvas Arcanas T3,Arcane Gloves T3,Task017,Equipment,Cloth Armor,cloth_gloves,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_gloves_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_gloves_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_gloves/T3/Models,Not Started,Pending
equipment_cloth_hood_t03_base,Capuz Arcano T3,Arcane Hood T3,Task017,Equipment,Cloth Armor,cloth_hood,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_hood_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_hood_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T3/Models,Not Started,Pending
equipment_cloth_robe_t03_base,Manto Arcano T3,Arcane Robe T3,Task017,Equipment,Cloth Armor,cloth_robe,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,3350,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_robe_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_robe_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_robe/T3/Models,Not Started,Pending
equipment_heavy_boots_t03_base,Botas Pesadas T3,Heavy Boots T3,Task017,Equipment,Heavy Armor,heavy_boots,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_boots_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_boots_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T3/Models,Not Started,Pending
equipment_heavy_chest_t03_base,Peitoral Pesado T3,Heavy Chest Armor T3,Task017,Equipment,Heavy Armor,heavy_chest,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,3750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_chest_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_chest_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T3/Models,Not Started,Pending
equipment_heavy_gloves_t03_base,Manoplas Pesadas T3,Heavy Gauntlets T3,Task017,Equipment,Heavy Armor,heavy_gloves,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1550,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_gloves_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_gloves_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T3/Models,Not Started,Pending
equipment_heavy_helmet_t03_base,Elmo Pesado T3,Heavy Helmet T3,Task017,Equipment,Heavy Armor,heavy_helmet,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,2200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_helmet_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_helmet_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T3/Models,Not Started,Pending
equipment_light_boots_t03_base,Botas Leves T3,Light Boots T3,Task017,Equipment,Light Armor,light_boots,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_boots_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_boots_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_boots_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_boots/T3/Models,Not Started,Pending
equipment_light_chest_t03_base,Armadura Leve T3,Light Chest Armor T3,Task017,Equipment,Light Armor,light_chest,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,2800,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_chest_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_chest_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_chest_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_chest/T3/Models,Not Started,Pending
equipment_light_gloves_t03_base,Luvas Leves T3,Light Gloves T3,Task017,Equipment,Light Armor,light_gloves,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_gloves_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_gloves_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_gloves_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T3/Models,Not Started,Pending
equipment_light_hood_t03_base,Capuz Leve T3,Light Hood T3,Task017,Equipment,Light Armor,light_hood,MVP,P1,B09_EQUIPMENT_T3,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_hood_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_hood_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_hood_t03_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_hood/T3/Models,Not Started,Pending
equipment_longbow_t03_base,Arco Longo T3,Longbow T3,Task017,Equipment,Weapon,longbow,MVP,P1,B09_EQUIPMENT_T3,Text to 3D,Optional,1700,1024,No,None,Prompts/Equipment/ConceptArt/equipment_longbow_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_longbow_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_longbow_t03_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/longbow/T3/Models,Not Started,Pending
equipment_ring_t03_base,Anel T3,Ring T3,Task017,Equipment,Accessory,ring,MVP,P1,B09_EQUIPMENT_T3,Text to 3D,Optional,550,512,No,None,Prompts/Equipment/ConceptArt/equipment_ring_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_ring_t03_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/ring/T3/Models,Not Started,Pending
equipment_shield_t03_base,Escudo T3,Shield T3,Task017,Equipment,Weapon,shield,MVP,P1,B09_EQUIPMENT_T3,Text to 3D,Optional,2500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_shield_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_shield_t03_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/shield/T3/Models,Not Started,Pending
equipment_staff_t03_base,Cajado T3,Staff T3,Task017,Equipment,Weapon,staff,MVP,P1,B09_EQUIPMENT_T3,Text to 3D,Optional,2400,1024,No,None,Prompts/Equipment/ConceptArt/equipment_staff_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_staff_t03_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/staff/T3/Models,Not Started,Pending
equipment_sword_1h_t03_base,Espada de Uma Mão T3,One-Handed Sword T3,Task017,Equipment,Weapon,sword_1h,MVP,P1,B09_EQUIPMENT_T3,Text to 3D,Optional,2000,1024,No,None,Prompts/Equipment/ConceptArt/equipment_sword_1h_t03_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t03_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_sword_1h_t03_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/sword_1h/T3/Models,Not Started,Pending
equipment_amulet_t04_base,Amuleto T4,Amulet T4,Task017,Equipment,Accessory,amulet,Season 1,P2,B10_EQUIPMENT_T4,Text to 3D,Optional,900,512,No,None,Prompts/Equipment/ConceptArt/equipment_amulet_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_amulet_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_amulet_t04_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/amulet/T4/Models,Not Started,Pending
