asset_id,display_name_pt,display_name_en,family_key,category,slot,profession,tier,tier_theme,production_phase,priority,generation_method,scale_m,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,material_slots_max,pivot,collider,base_material_primary,base_material_secondary,shape_language,family_form_language,rarity_variants,geometry_reuse_rule,mvp_wear_policy,concept_prompt_path,meshy_prompt_path,texture_variants_prompt_path,unity_model_path,unity_material_path,unity_prefab_path,approval_criteria,status
equipment_staff_t01_base,Cajado T1,Staff T1,staff,Weapon,Main Hand,Enchanter + Blacksmith,1,Frontier,Vertical Slice,P0,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,common timber,pale quartz and nearly absent runes,"functional, compact, simple construction, visible fasteners","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t01_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T1/Models,Assets/_Game/Art/Equipment/Weapon/staff/T1/Materials,Assets/_Game/Prefabs/Equipment/staff/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t02_base,Cajado T2,Staff T2,staff,Weapon,Main Hand,Enchanter + Blacksmith,2,Crafted,MVP,P1,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,ash and oak,minor crystal and subtle inscriptions,"cleaner craftsmanship, reinforced edges, balanced proportions","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t02_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T2/Models,Assets/_Game/Art/Equipment/Weapon/staff/T2/Materials,Assets/_Game/Prefabs/Equipment/staff/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t03_base,Cajado T3,Staff T3,staff,Weapon,Main Hand,Enchanter + Blacksmith,3,Runic,MVP,P1,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,reinforced darkwood,"sapphire, rune core and visible engravings","first intentional rune channels, stronger silhouettes, one focal inset","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t03_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T3/Models,Assets/_Game/Art/Equipment/Weapon/staff/T3/Materials,Assets/_Game/Prefabs/Equipment/staff/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t04_base,Cajado T4,Staff T4,staff,Weapon,Main Hand,Enchanter + Blacksmith,4,Mithril,Season 1,P2,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,white or silver wood,spirit crystal,"lighter refined construction, elegant curves, disciplined ornament","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t04_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T4/Models,Assets/_Game/Art/Equipment/Weapon/staff/T4/Materials,Assets/_Game/Prefabs/Equipment/staff/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t05_base,Cajado T5,Staff T5,staff,Weapon,Main Hand,Enchanter + Blacksmith,5,Ancestral,Season 1,P2,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,petrified ancient wood,ancient crystal and deeply carved glyphs,"heavier prestige construction, carved ancestry motifs, broad protected cores","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t05_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T5/Models,Assets/_Game/Art/Equipment/Weapon/staff/T5/Materials,Assets/_Game/Prefabs/Equipment/staff/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t06_base,Cajado T6,Staff T6,staff,Weapon,Main Hand,Enchanter + Blacksmith,6,Draconic,Season 1,P2,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,treated dragonbone and dark draconic wood,prismatic crystal and controlled inner heat,"aggressive organic plates, scale rhythms, controlled heat channels","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t06_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T6/Models,Assets/_Game/Art/Equipment/Weapon/staff/T6/Materials,Assets/_Game/Prefabs/Equipment/staff/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t07_base,Cajado T7,Staff T7,staff,Weapon,Main Hand,Enchanter + Blacksmith,7,Astral,Season 1,P2,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,starwood,astral core with violet and cyan energy,"unconventional celestial geometry, small suspended protected pieces, visible energy core","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t07_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T7/Models,Assets/_Game/Art/Equipment/Weapon/staff/T7/Materials,Assets/_Game/Prefabs/Equipment/staff/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t08_base,Cajado T8,Staff T8,staff,Weapon,Main Hand,Enchanter + Blacksmith,8,Celestial,Post-MVP,P3,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,mineralized luminous material,divine prism and sacred light,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t08_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T8/Models,Assets/_Game/Art/Equipment/Weapon/staff/T8/Materials,Assets/_Game/Prefabs/Equipment/staff/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_staff_t09_base,Cajado T9,Staff T9,staff,Weapon,Main Hand,Enchanter + Blacksmith,9,Creation,Post-MVP,P3,Text to 3D,1.75,1400,3400,0.50,0.25,1024,3,lower hand grip,Capsule/Box,solidified primordial matter,heart of creation and iridescent energy,"signature construction, impossible but readable material, one defining creation motif","tall vertical silhouette, strong headpiece, protected magical focal core",6,one base mesh per family+tier; rarity uses material/attachment variants,not wearable; separate staff prop,Prompts/ConceptArt/equipment_staff_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_staff_t09_base_geometry.txt,Prompts/TextureVariants/equipment_staff_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Weapon/staff/T9/Models,Assets/_Game/Art/Equipment/Weapon/staff/T9/Materials,Assets/_Game/Prefabs/Equipment/staff/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t01_base,Anel T1,Ring T1,ring,Accessory,Ring,Enchanter,1,Frontier,Vertical Slice,P0,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,raw iron and simple bronze,pale quartz and nearly absent runes,"functional, compact, simple construction, visible fasteners","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t01_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T1/Models,Assets/_Game/Art/Equipment/Accessory/ring/T1/Materials,Assets/_Game/Prefabs/Equipment/ring/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t02_base,Anel T2,Ring T2,ring,Accessory,Ring,Enchanter,2,Crafted,MVP,P1,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,tempered iron and low-carbon steel,minor crystal and subtle inscriptions,"cleaner craftsmanship, reinforced edges, balanced proportions","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t02_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T2/Models,Assets/_Game/Art/Equipment/Accessory/ring/T2/Materials,Assets/_Game/Prefabs/Equipment/ring/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t03_base,Anel T3,Ring T3,ring,Accessory,Ring,Enchanter,3,Runic,MVP,P1,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,polished steel and silversteel,"sapphire, rune core and visible engravings","first intentional rune channels, stronger silhouettes, one focal inset","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t03_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T3/Models,Assets/_Game/Art/Equipment/Accessory/ring/T3/Materials,Assets/_Game/Prefabs/Equipment/ring/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t04_base,Anel T4,Ring T4,ring,Accessory,Ring,Enchanter,4,Mithril,Season 1,P2,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,pale mithril and elven silver,spirit crystal,"lighter refined construction, elegant curves, disciplined ornament","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t04_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T4/Models,Assets/_Game/Art/Equipment/Accessory/ring/T4/Materials,Assets/_Game/Prefabs/Equipment/ring/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t05_base,Anel T5,Ring T5,ring,Accessory,Ring,Enchanter,5,Ancestral,Season 1,P2,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,adamantite and ancestral bronze,ancient crystal and deeply carved glyphs,"heavier prestige construction, carved ancestry motifs, broad protected cores","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t05_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T5/Models,Assets/_Game/Art/Equipment/Accessory/ring/T5/Materials,Assets/_Game/Prefabs/Equipment/ring/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t06_base,Anel T6,Ring T6,ring,Accessory,Ring,Enchanter,6,Draconic,Season 1,P2,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,dragonsteel and metallic obsidian,prismatic crystal and controlled inner heat,"aggressive organic plates, scale rhythms, controlled heat channels","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t06_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T6/Models,Assets/_Game/Art/Equipment/Accessory/ring/T6/Materials,Assets/_Game/Prefabs/Equipment/ring/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t07_base,Anel T7,Ring T7,ring,Accessory,Ring,Enchanter,7,Astral,Season 1,P2,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,orichalcum and astral alloy,astral core with violet and cyan energy,"unconventional celestial geometry, small suspended protected pieces, visible energy core","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t07_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T7/Models,Assets/_Game/Art/Equipment/Accessory/ring/T7/Materials,Assets/_Game/Prefabs/Equipment/ring/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t08_base,Anel T8,Ring T8,ring,Accessory,Ring,Enchanter,8,Celestial,Post-MVP,P3,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,aetherium and celestial alloy,divine prism and sacred light,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t08_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T8/Models,Assets/_Game/Art/Equipment/Accessory/ring/T8/Materials,Assets/_Game/Prefabs/Equipment/ring/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_ring_t09_base,Anel T9,Ring T9,ring,Accessory,Ring,Enchanter,9,Creation,Post-MVP,P3,Text to 3D,0.035,300,800,0.50,0.25,512,2,geometric center,None,primordial metal and divine alloy,heart of creation and iridescent energy,"signature construction, impossible but readable material, one defining creation motif","thick readable band, one focal setting, no hair-thin filigree",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_ring_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_ring_t09_base_geometry.txt,Prompts/TextureVariants/equipment_ring_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/ring/T9/Models,Assets/_Game/Art/Equipment/Accessory/ring/T9/Materials,Assets/_Game/Prefabs/Equipment/ring/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t01_base,Amuleto T1,Amulet T1,amulet,Accessory,Amulet,Enchanter + Tailor,1,Frontier,Vertical Slice,P0,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,raw iron and simple bronze,pale quartz and nearly absent runes,"functional, compact, simple construction, visible fasteners","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t01_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T1/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T1/Materials,Assets/_Game/Prefabs/Equipment/amulet/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t02_base,Amuleto T2,Amulet T2,amulet,Accessory,Amulet,Enchanter + Tailor,2,Crafted,MVP,P1,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,tempered iron and low-carbon steel,minor crystal and subtle inscriptions,"cleaner craftsmanship, reinforced edges, balanced proportions","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t02_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T2/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T2/Materials,Assets/_Game/Prefabs/Equipment/amulet/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t03_base,Amuleto T3,Amulet T3,amulet,Accessory,Amulet,Enchanter + Tailor,3,Runic,MVP,P1,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,polished steel and silversteel,"sapphire, rune core and visible engravings","first intentional rune channels, stronger silhouettes, one focal inset","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t03_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T3/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T3/Materials,Assets/_Game/Prefabs/Equipment/amulet/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t04_base,Amuleto T4,Amulet T4,amulet,Accessory,Amulet,Enchanter + Tailor,4,Mithril,Season 1,P2,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,pale mithril and elven silver,spirit crystal,"lighter refined construction, elegant curves, disciplined ornament","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t04_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T4/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T4/Materials,Assets/_Game/Prefabs/Equipment/amulet/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t05_base,Amuleto T5,Amulet T5,amulet,Accessory,Amulet,Enchanter + Tailor,5,Ancestral,Season 1,P2,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,adamantite and ancestral bronze,ancient crystal and deeply carved glyphs,"heavier prestige construction, carved ancestry motifs, broad protected cores","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t05_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T5/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T5/Materials,Assets/_Game/Prefabs/Equipment/amulet/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t06_base,Amuleto T6,Amulet T6,amulet,Accessory,Amulet,Enchanter + Tailor,6,Draconic,Season 1,P2,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,dragonsteel and metallic obsidian,prismatic crystal and controlled inner heat,"aggressive organic plates, scale rhythms, controlled heat channels","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t06_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T6/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T6/Materials,Assets/_Game/Prefabs/Equipment/amulet/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t07_base,Amuleto T7,Amulet T7,amulet,Accessory,Amulet,Enchanter + Tailor,7,Astral,Season 1,P2,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,orichalcum and astral alloy,astral core with violet and cyan energy,"unconventional celestial geometry, small suspended protected pieces, visible energy core","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t07_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T7/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T7/Materials,Assets/_Game/Prefabs/Equipment/amulet/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t08_base,Amuleto T8,Amulet T8,amulet,Accessory,Amulet,Enchanter + Tailor,8,Celestial,Post-MVP,P3,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,aetherium and celestial alloy,divine prism and sacred light,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t08_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T8/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T8/Materials,Assets/_Game/Prefabs/Equipment/amulet/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_amulet_t09_base,Amuleto T9,Amulet T9,amulet,Accessory,Amulet,Enchanter + Tailor,9,Creation,Post-MVP,P3,Text to 3D,0.14,500,1300,0.50,0.25,512,2,top attachment loop,None,primordial metal and divine alloy,heart of creation and iridescent energy,"signature construction, impossible but readable material, one defining creation motif","central pendant with chunky frame, short chain segment or cord, clear magical setting",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory/display prop; character visibility optional,Prompts/ConceptArt/equipment_amulet_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_amulet_t09_base_geometry.txt,Prompts/TextureVariants/equipment_amulet_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/Accessory/amulet/T9/Models,Assets/_Game/Art/Equipment/Accessory/amulet/T9/Materials,Assets/_Game/Prefabs/Equipment/amulet/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t01_base,Elmo Pesado T1,Heavy Helmet T1,heavy_helmet,Heavy Armor,Head,Blacksmith,1,Frontier,Vertical Slice,P0,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,raw iron and simple bronze,rawhide and rope,"functional, compact, simple construction, visible fasteners","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t01_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T1/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T1/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
