asset_id,prompt_type,path,tier,family_key
equipment_heavy_gloves_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t01_base_geometry.txt,1,heavy_gloves
equipment_heavy_gloves_t01_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t01_base_rarity_variants.txt,1,heavy_gloves
equipment_heavy_gloves_t02_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t02_base_concept_sheet.txt,2,heavy_gloves
equipment_heavy_gloves_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t02_base_geometry.txt,2,heavy_gloves
equipment_heavy_gloves_t02_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t02_base_rarity_variants.txt,2,heavy_gloves
equipment_heavy_gloves_t03_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t03_base_concept_sheet.txt,3,heavy_gloves
equipment_heavy_gloves_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t03_base_geometry.txt,3,heavy_gloves
equipment_heavy_gloves_t03_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t03_base_rarity_variants.txt,3,heavy_gloves
equipment_heavy_gloves_t04_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t04_base_concept_sheet.txt,4,heavy_gloves
equipment_heavy_gloves_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t04_base_geometry.txt,4,heavy_gloves
equipment_heavy_gloves_t04_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t04_base_rarity_variants.txt,4,heavy_gloves
equipment_heavy_gloves_t05_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t05_base_concept_sheet.txt,5,heavy_gloves
equipment_heavy_gloves_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t05_base_geometry.txt,5,heavy_gloves
equipment_heavy_gloves_t05_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t05_base_rarity_variants.txt,5,heavy_gloves
equipment_heavy_gloves_t06_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t06_base_concept_sheet.txt,6,heavy_gloves
equipment_heavy_gloves_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t06_base_geometry.txt,6,heavy_gloves
equipment_heavy_gloves_t06_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t06_base_rarity_variants.txt,6,heavy_gloves
equipment_heavy_gloves_t07_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t07_base_concept_sheet.txt,7,heavy_gloves
equipment_heavy_gloves_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t07_base_geometry.txt,7,heavy_gloves
equipment_heavy_gloves_t07_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t07_base_rarity_variants.txt,7,heavy_gloves
equipment_heavy_gloves_t08_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t08_base_concept_sheet.txt,8,heavy_gloves
equipment_heavy_gloves_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t08_base_geometry.txt,8,heavy_gloves
equipment_heavy_gloves_t08_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t08_base_rarity_variants.txt,8,heavy_gloves
equipment_heavy_gloves_t09_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_gloves_t09_base_concept_sheet.txt,9,heavy_gloves
equipment_heavy_gloves_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t09_base_geometry.txt,9,heavy_gloves
equipment_heavy_gloves_t09_base,texture_variants,Prompts/TextureVariants/equipment_heavy_gloves_t09_base_rarity_variants.txt,9,heavy_gloves
equipment_heavy_boots_t01_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t01_base_concept_sheet.txt,1,heavy_boots
equipment_heavy_boots_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t01_base_geometry.txt,1,heavy_boots
equipment_heavy_boots_t01_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t01_base_rarity_variants.txt,1,heavy_boots
equipment_heavy_boots_t02_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t02_base_concept_sheet.txt,2,heavy_boots
equipment_heavy_boots_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t02_base_geometry.txt,2,heavy_boots
equipment_heavy_boots_t02_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t02_base_rarity_variants.txt,2,heavy_boots
equipment_heavy_boots_t03_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t03_base_concept_sheet.txt,3,heavy_boots
equipment_heavy_boots_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t03_base_geometry.txt,3,heavy_boots
equipment_heavy_boots_t03_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t03_base_rarity_variants.txt,3,heavy_boots
equipment_heavy_boots_t04_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t04_base_concept_sheet.txt,4,heavy_boots
equipment_heavy_boots_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t04_base_geometry.txt,4,heavy_boots
equipment_heavy_boots_t04_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t04_base_rarity_variants.txt,4,heavy_boots
equipment_heavy_boots_t05_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t05_base_concept_sheet.txt,5,heavy_boots
equipment_heavy_boots_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t05_base_geometry.txt,5,heavy_boots
equipment_heavy_boots_t05_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t05_base_rarity_variants.txt,5,heavy_boots
equipment_heavy_boots_t06_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t06_base_concept_sheet.txt,6,heavy_boots
equipment_heavy_boots_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t06_base_geometry.txt,6,heavy_boots
equipment_heavy_boots_t06_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t06_base_rarity_variants.txt,6,heavy_boots
equipment_heavy_boots_t07_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t07_base_concept_sheet.txt,7,heavy_boots
equipment_heavy_boots_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t07_base_geometry.txt,7,heavy_boots
equipment_heavy_boots_t07_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t07_base_rarity_variants.txt,7,heavy_boots
equipment_heavy_boots_t08_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t08_base_concept_sheet.txt,8,heavy_boots
equipment_heavy_boots_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t08_base_geometry.txt,8,heavy_boots
equipment_heavy_boots_t08_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t08_base_rarity_variants.txt,8,heavy_boots
equipment_heavy_boots_t09_base,concept_sheet,Prompts/ConceptArt/equipment_heavy_boots_t09_base_concept_sheet.txt,9,heavy_boots
equipment_heavy_boots_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_heavy_boots_t09_base_geometry.txt,9,heavy_boots
equipment_heavy_boots_t09_base,texture_variants,Prompts/TextureVariants/equipment_heavy_boots_t09_base_rarity_variants.txt,9,heavy_boots
equipment_light_hood_t01_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t01_base_concept_sheet.txt,1,light_hood
equipment_light_hood_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t01_base_geometry.txt,1,light_hood
equipment_light_hood_t01_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t01_base_rarity_variants.txt,1,light_hood
equipment_light_hood_t02_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t02_base_concept_sheet.txt,2,light_hood
equipment_light_hood_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t02_base_geometry.txt,2,light_hood
equipment_light_hood_t02_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t02_base_rarity_variants.txt,2,light_hood
equipment_light_hood_t03_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t03_base_concept_sheet.txt,3,light_hood
equipment_light_hood_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t03_base_geometry.txt,3,light_hood
equipment_light_hood_t03_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t03_base_rarity_variants.txt,3,light_hood
equipment_light_hood_t04_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t04_base_concept_sheet.txt,4,light_hood
equipment_light_hood_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t04_base_geometry.txt,4,light_hood
equipment_light_hood_t04_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t04_base_rarity_variants.txt,4,light_hood
equipment_light_hood_t05_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t05_base_concept_sheet.txt,5,light_hood
equipment_light_hood_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t05_base_geometry.txt,5,light_hood
equipment_light_hood_t05_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t05_base_rarity_variants.txt,5,light_hood
equipment_light_hood_t06_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t06_base_concept_sheet.txt,6,light_hood
equipment_light_hood_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t06_base_geometry.txt,6,light_hood
equipment_light_hood_t06_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t06_base_rarity_variants.txt,6,light_hood
equipment_light_hood_t07_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t07_base_concept_sheet.txt,7,light_hood
equipment_light_hood_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t07_base_geometry.txt,7,light_hood
equipment_light_hood_t07_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t07_base_rarity_variants.txt,7,light_hood
equipment_light_hood_t08_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t08_base_concept_sheet.txt,8,light_hood
equipment_light_hood_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t08_base_geometry.txt,8,light_hood
equipment_light_hood_t08_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t08_base_rarity_variants.txt,8,light_hood
equipment_light_hood_t09_base,concept_sheet,Prompts/ConceptArt/equipment_light_hood_t09_base_concept_sheet.txt,9,light_hood
equipment_light_hood_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_hood_t09_base_geometry.txt,9,light_hood
equipment_light_hood_t09_base,texture_variants,Prompts/TextureVariants/equipment_light_hood_t09_base_rarity_variants.txt,9,light_hood
equipment_light_chest_t01_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t01_base_concept_sheet.txt,1,light_chest
equipment_light_chest_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t01_base_geometry.txt,1,light_chest
equipment_light_chest_t01_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t01_base_rarity_variants.txt,1,light_chest
equipment_light_chest_t02_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t02_base_concept_sheet.txt,2,light_chest
equipment_light_chest_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t02_base_geometry.txt,2,light_chest
equipment_light_chest_t02_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t02_base_rarity_variants.txt,2,light_chest
equipment_light_chest_t03_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t03_base_concept_sheet.txt,3,light_chest
equipment_light_chest_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t03_base_geometry.txt,3,light_chest
equipment_light_chest_t03_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t03_base_rarity_variants.txt,3,light_chest
equipment_light_chest_t04_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t04_base_concept_sheet.txt,4,light_chest
equipment_light_chest_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t04_base_geometry.txt,4,light_chest
equipment_light_chest_t04_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t04_base_rarity_variants.txt,4,light_chest
equipment_light_chest_t05_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t05_base_concept_sheet.txt,5,light_chest
equipment_light_chest_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t05_base_geometry.txt,5,light_chest
equipment_light_chest_t05_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t05_base_rarity_variants.txt,5,light_chest
equipment_light_chest_t06_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t06_base_concept_sheet.txt,6,light_chest
equipment_light_chest_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t06_base_geometry.txt,6,light_chest
equipment_light_chest_t06_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t06_base_rarity_variants.txt,6,light_chest
equipment_light_chest_t07_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t07_base_concept_sheet.txt,7,light_chest
equipment_light_chest_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t07_base_geometry.txt,7,light_chest
equipment_light_chest_t07_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t07_base_rarity_variants.txt,7,light_chest
equipment_light_chest_t08_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t08_base_concept_sheet.txt,8,light_chest
equipment_light_chest_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t08_base_geometry.txt,8,light_chest
equipment_light_chest_t08_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t08_base_rarity_variants.txt,8,light_chest
equipment_light_chest_t09_base,concept_sheet,Prompts/ConceptArt/equipment_light_chest_t09_base_concept_sheet.txt,9,light_chest
equipment_light_chest_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_chest_t09_base_geometry.txt,9,light_chest
equipment_light_chest_t09_base,texture_variants,Prompts/TextureVariants/equipment_light_chest_t09_base_rarity_variants.txt,9,light_chest
equipment_light_gloves_t01_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t01_base_concept_sheet.txt,1,light_gloves
equipment_light_gloves_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t01_base_geometry.txt,1,light_gloves
equipment_light_gloves_t01_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t01_base_rarity_variants.txt,1,light_gloves
equipment_light_gloves_t02_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t02_base_concept_sheet.txt,2,light_gloves
equipment_light_gloves_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t02_base_geometry.txt,2,light_gloves
equipment_light_gloves_t02_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t02_base_rarity_variants.txt,2,light_gloves
equipment_light_gloves_t03_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t03_base_concept_sheet.txt,3,light_gloves
equipment_light_gloves_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t03_base_geometry.txt,3,light_gloves
equipment_light_gloves_t03_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t03_base_rarity_variants.txt,3,light_gloves
equipment_light_gloves_t04_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t04_base_concept_sheet.txt,4,light_gloves
equipment_light_gloves_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t04_base_geometry.txt,4,light_gloves
equipment_light_gloves_t04_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t04_base_rarity_variants.txt,4,light_gloves
equipment_light_gloves_t05_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t05_base_concept_sheet.txt,5,light_gloves
equipment_light_gloves_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t05_base_geometry.txt,5,light_gloves
equipment_light_gloves_t05_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t05_base_rarity_variants.txt,5,light_gloves
equipment_light_gloves_t06_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t06_base_concept_sheet.txt,6,light_gloves
equipment_light_gloves_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t06_base_geometry.txt,6,light_gloves
equipment_light_gloves_t06_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t06_base_rarity_variants.txt,6,light_gloves
equipment_light_gloves_t07_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t07_base_concept_sheet.txt,7,light_gloves
equipment_light_gloves_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t07_base_geometry.txt,7,light_gloves
equipment_light_gloves_t07_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t07_base_rarity_variants.txt,7,light_gloves
equipment_light_gloves_t08_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t08_base_concept_sheet.txt,8,light_gloves
equipment_light_gloves_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t08_base_geometry.txt,8,light_gloves
equipment_light_gloves_t08_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t08_base_rarity_variants.txt,8,light_gloves
equipment_light_gloves_t09_base,concept_sheet,Prompts/ConceptArt/equipment_light_gloves_t09_base_concept_sheet.txt,9,light_gloves
equipment_light_gloves_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_gloves_t09_base_geometry.txt,9,light_gloves
equipment_light_gloves_t09_base,texture_variants,Prompts/TextureVariants/equipment_light_gloves_t09_base_rarity_variants.txt,9,light_gloves
equipment_light_boots_t01_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t01_base_concept_sheet.txt,1,light_boots
equipment_light_boots_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t01_base_geometry.txt,1,light_boots
equipment_light_boots_t01_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t01_base_rarity_variants.txt,1,light_boots
equipment_light_boots_t02_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t02_base_concept_sheet.txt,2,light_boots
equipment_light_boots_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t02_base_geometry.txt,2,light_boots
equipment_light_boots_t02_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t02_base_rarity_variants.txt,2,light_boots
equipment_light_boots_t03_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t03_base_concept_sheet.txt,3,light_boots
equipment_light_boots_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t03_base_geometry.txt,3,light_boots
equipment_light_boots_t03_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t03_base_rarity_variants.txt,3,light_boots
equipment_light_boots_t04_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t04_base_concept_sheet.txt,4,light_boots
equipment_light_boots_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t04_base_geometry.txt,4,light_boots
equipment_light_boots_t04_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t04_base_rarity_variants.txt,4,light_boots
equipment_light_boots_t05_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t05_base_concept_sheet.txt,5,light_boots
equipment_light_boots_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t05_base_geometry.txt,5,light_boots
equipment_light_boots_t05_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t05_base_rarity_variants.txt,5,light_boots
equipment_light_boots_t06_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t06_base_concept_sheet.txt,6,light_boots
equipment_light_boots_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t06_base_geometry.txt,6,light_boots
equipment_light_boots_t06_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t06_base_rarity_variants.txt,6,light_boots
equipment_light_boots_t07_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t07_base_concept_sheet.txt,7,light_boots
equipment_light_boots_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t07_base_geometry.txt,7,light_boots
equipment_light_boots_t07_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t07_base_rarity_variants.txt,7,light_boots
equipment_light_boots_t08_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t08_base_concept_sheet.txt,8,light_boots
equipment_light_boots_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t08_base_geometry.txt,8,light_boots
equipment_light_boots_t08_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t08_base_rarity_variants.txt,8,light_boots
equipment_light_boots_t09_base,concept_sheet,Prompts/ConceptArt/equipment_light_boots_t09_base_concept_sheet.txt,9,light_boots
equipment_light_boots_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_light_boots_t09_base_geometry.txt,9,light_boots
equipment_light_boots_t09_base,texture_variants,Prompts/TextureVariants/equipment_light_boots_t09_base_rarity_variants.txt,9,light_boots
equipment_cloth_hood_t01_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t01_base_concept_sheet.txt,1,cloth_hood
equipment_cloth_hood_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t01_base_geometry.txt,1,cloth_hood
equipment_cloth_hood_t01_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t01_base_rarity_variants.txt,1,cloth_hood
equipment_cloth_hood_t02_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t02_base_concept_sheet.txt,2,cloth_hood
equipment_cloth_hood_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t02_base_geometry.txt,2,cloth_hood
equipment_cloth_hood_t02_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t02_base_rarity_variants.txt,2,cloth_hood
equipment_cloth_hood_t03_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t03_base_concept_sheet.txt,3,cloth_hood
equipment_cloth_hood_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t03_base_geometry.txt,3,cloth_hood
equipment_cloth_hood_t03_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t03_base_rarity_variants.txt,3,cloth_hood
equipment_cloth_hood_t04_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t04_base_concept_sheet.txt,4,cloth_hood
equipment_cloth_hood_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t04_base_geometry.txt,4,cloth_hood
equipment_cloth_hood_t04_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t04_base_rarity_variants.txt,4,cloth_hood
equipment_cloth_hood_t05_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t05_base_concept_sheet.txt,5,cloth_hood
equipment_cloth_hood_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t05_base_geometry.txt,5,cloth_hood
equipment_cloth_hood_t05_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t05_base_rarity_variants.txt,5,cloth_hood
equipment_cloth_hood_t06_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t06_base_concept_sheet.txt,6,cloth_hood
equipment_cloth_hood_t06_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t06_base_geometry.txt,6,cloth_hood
equipment_cloth_hood_t06_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t06_base_rarity_variants.txt,6,cloth_hood
equipment_cloth_hood_t07_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t07_base_concept_sheet.txt,7,cloth_hood
equipment_cloth_hood_t07_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t07_base_geometry.txt,7,cloth_hood
equipment_cloth_hood_t07_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t07_base_rarity_variants.txt,7,cloth_hood
equipment_cloth_hood_t08_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t08_base_concept_sheet.txt,8,cloth_hood
equipment_cloth_hood_t08_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t08_base_geometry.txt,8,cloth_hood
equipment_cloth_hood_t08_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t08_base_rarity_variants.txt,8,cloth_hood
equipment_cloth_hood_t09_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_hood_t09_base_concept_sheet.txt,9,cloth_hood
equipment_cloth_hood_t09_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_hood_t09_base_geometry.txt,9,cloth_hood
equipment_cloth_hood_t09_base,texture_variants,Prompts/TextureVariants/equipment_cloth_hood_t09_base_rarity_variants.txt,9,cloth_hood
equipment_cloth_robe_t01_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_robe_t01_base_concept_sheet.txt,1,cloth_robe
equipment_cloth_robe_t01_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_robe_t01_base_geometry.txt,1,cloth_robe
equipment_cloth_robe_t01_base,texture_variants,Prompts/TextureVariants/equipment_cloth_robe_t01_base_rarity_variants.txt,1,cloth_robe
equipment_cloth_robe_t02_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_robe_t02_base_concept_sheet.txt,2,cloth_robe
equipment_cloth_robe_t02_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_robe_t02_base_geometry.txt,2,cloth_robe
equipment_cloth_robe_t02_base,texture_variants,Prompts/TextureVariants/equipment_cloth_robe_t02_base_rarity_variants.txt,2,cloth_robe
equipment_cloth_robe_t03_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_robe_t03_base_concept_sheet.txt,3,cloth_robe
equipment_cloth_robe_t03_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_robe_t03_base_geometry.txt,3,cloth_robe
equipment_cloth_robe_t03_base,texture_variants,Prompts/TextureVariants/equipment_cloth_robe_t03_base_rarity_variants.txt,3,cloth_robe
equipment_cloth_robe_t04_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_robe_t04_base_concept_sheet.txt,4,cloth_robe
equipment_cloth_robe_t04_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_robe_t04_base_geometry.txt,4,cloth_robe
equipment_cloth_robe_t04_base,texture_variants,Prompts/TextureVariants/equipment_cloth_robe_t04_base_rarity_variants.txt,4,cloth_robe
equipment_cloth_robe_t05_base,concept_sheet,Prompts/ConceptArt/equipment_cloth_robe_t05_base_concept_sheet.txt,5,cloth_robe
equipment_cloth_robe_t05_base,meshy_geometry,Prompts/Meshy/BaseGeometry/equipment_cloth_robe_t05_base_geometry.txt,5,cloth_robe
equipment_cloth_robe_t05_base,texture_variants,Prompts/TextureVariants/equipment_cloth_robe_t05_base_rarity_variants.txt,5,cloth_robe
