asset_id,asset_type,concept_prompt,meshy_prompt,texture_prompt,source_art_required,meshy_method,priority,production_phase,approval_gate
env_goblin_mine_camp_gate_001,Environment,Prompts/ConceptArt/env_goblin_mine_camp_gate_001_concept_sheet.txt,Prompts/Meshy/env_goblin_mine_camp_gate_001_geometry.txt,Prompts/Texture/env_goblin_mine_camp_gate_001_texture.txt,Yes,Image to 3D,P0,Vertical Slice,Silhouette readable; correct scale; grid/pivot compliance; material separation; no baked VFX; LOD budget met; mobile camera test passed
station_blacksmith_t03_001,Crafting Station,Prompts/ConceptArt/station_blacksmith_t03_001_concept_sheet.txt,Prompts/Meshy/station_blacksmith_t03_001_geometry.txt,Prompts/Texture/station_blacksmith_t03_001_texture.txt,Optional,Text to 3D,P1,MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_enchanter_t03_001,Crafting Station,Prompts/ConceptArt/station_enchanter_t03_001_concept_sheet.txt,Prompts/Meshy/station_enchanter_t03_001_geometry.txt,Prompts/Texture/station_enchanter_t03_001_texture.txt,Optional,Text to 3D,P1,MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_gatherer_t03_001,Crafting Station,Prompts/ConceptArt/station_gatherer_t03_001_concept_sheet.txt,Prompts/Meshy/station_gatherer_t03_001_geometry.txt,Prompts/Texture/station_gatherer_t03_001_texture.txt,Optional,Text to 3D,P1,MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_tailor_t03_001,Crafting Station,Prompts/ConceptArt/station_tailor_t03_001_concept_sheet.txt,Prompts/Meshy/station_tailor_t03_001_geometry.txt,Prompts/Texture/station_tailor_t03_001_texture.txt,Optional,Text to 3D,P1,MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_alchemist_t05_001,Crafting Station,Prompts/ConceptArt/station_alchemist_t05_001_concept_sheet.txt,Prompts/Meshy/station_alchemist_t05_001_geometry.txt,Prompts/Texture/station_alchemist_t05_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_alchemist_t07_001,Crafting Station,Prompts/ConceptArt/station_alchemist_t07_001_concept_sheet.txt,Prompts/Meshy/station_alchemist_t07_001_geometry.txt,Prompts/Texture/station_alchemist_t07_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_blacksmith_t05_001,Crafting Station,Prompts/ConceptArt/station_blacksmith_t05_001_concept_sheet.txt,Prompts/Meshy/station_blacksmith_t05_001_geometry.txt,Prompts/Texture/station_blacksmith_t05_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_blacksmith_t07_001,Crafting Station,Prompts/ConceptArt/station_blacksmith_t07_001_concept_sheet.txt,Prompts/Meshy/station_blacksmith_t07_001_geometry.txt,Prompts/Texture/station_blacksmith_t07_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_enchanter_t05_001,Crafting Station,Prompts/ConceptArt/station_enchanter_t05_001_concept_sheet.txt,Prompts/Meshy/station_enchanter_t05_001_geometry.txt,Prompts/Texture/station_enchanter_t05_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_enchanter_t07_001,Crafting Station,Prompts/ConceptArt/station_enchanter_t07_001_concept_sheet.txt,Prompts/Meshy/station_enchanter_t07_001_geometry.txt,Prompts/Texture/station_enchanter_t07_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_gatherer_t05_001,Crafting Station,Prompts/ConceptArt/station_gatherer_t05_001_concept_sheet.txt,Prompts/Meshy/station_gatherer_t05_001_geometry.txt,Prompts/Texture/station_gatherer_t05_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_gatherer_t07_001,Crafting Station,Prompts/ConceptArt/station_gatherer_t07_001_concept_sheet.txt,Prompts/Meshy/station_gatherer_t07_001_geometry.txt,Prompts/Texture/station_gatherer_t07_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_tailor_t05_001,Crafting Station,Prompts/ConceptArt/station_tailor_t05_001_concept_sheet.txt,Prompts/Meshy/station_tailor_t05_001_geometry.txt,Prompts/Texture/station_tailor_t05_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_tailor_t07_001,Crafting Station,Prompts/ConceptArt/station_tailor_t07_001_concept_sheet.txt,Prompts/Meshy/station_tailor_t07_001_geometry.txt,Prompts/Texture/station_tailor_t07_001_texture.txt,Yes,Image to 3D,P2,Season 1,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_alchemist_t09_001,Crafting Station,Prompts/ConceptArt/station_alchemist_t09_001_concept_sheet.txt,Prompts/Meshy/station_alchemist_t09_001_geometry.txt,Prompts/Texture/station_alchemist_t09_001_texture.txt,Yes,Image to 3D,P3,Post-MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_blacksmith_t09_001,Crafting Station,Prompts/ConceptArt/station_blacksmith_t09_001_concept_sheet.txt,Prompts/Meshy/station_blacksmith_t09_001_geometry.txt,Prompts/Texture/station_blacksmith_t09_001_texture.txt,Yes,Image to 3D,P3,Post-MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_enchanter_t09_001,Crafting Station,Prompts/ConceptArt/station_enchanter_t09_001_concept_sheet.txt,Prompts/Meshy/station_enchanter_t09_001_geometry.txt,Prompts/Texture/station_enchanter_t09_001_texture.txt,Yes,Image to 3D,P3,Post-MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_gatherer_t09_001,Crafting Station,Prompts/ConceptArt/station_gatherer_t09_001_concept_sheet.txt,Prompts/Meshy/station_gatherer_t09_001_geometry.txt,Prompts/Texture/station_gatherer_t09_001_texture.txt,Yes,Image to 3D,P3,Post-MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
station_tailor_t09_001,Crafting Station,Prompts/ConceptArt/station_tailor_t09_001_concept_sheet.txt,Prompts/Meshy/station_tailor_t09_001_geometry.txt,Prompts/Texture/station_tailor_t09_001_texture.txt,Yes,Image to 3D,P3,Post-MVP,Profession readable without UI; Tier milestone visible; work zone clear; sockets valid; no baked animation/VFX; LOD budget met; 3/4 camera test passed
