"asset_id","display_name_pt","display_name_en","canonical_task","canonical_catalog","source_catalogs","definition_count","asset_class","domain","category","production_phase","priority","tier","generation_method","catalog_status","task019_queue","prompt_count","concept_prompt_path","geometry_prompt_path","texture_prompt_path","pipeline_path","unity_target_path","unity_target_kind"
"env_infernal_fortress_infernal_cage_001","Jaula Infernal","Infernal Cage","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 3","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_cage_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_cage_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_cage_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_cage_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_infernal_chain_001","Corrente Infernal","Infernal Chain","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 3","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_chain_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_chain_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_chain_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_chain_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_infernal_crystal_001","Cristal Infernal","Infernal Crystal","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 3","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_crystal_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_crystal_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_crystal_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_crystal_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_infernal_gate_001","Portão Infernal","Infernal Gate","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","large prop","Season 1 - Arc 3","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_gate_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_gate_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_gate_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_gate_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_infernal_platform_001","Plataforma Infernal","Infernal Platform","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","large prop","Season 1 - Arc 3","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_platform_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_platform_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_platform_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_platform_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_infernal_portal_001","Portal Infernal","Infernal Portal","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","hero prop","Season 1 - Arc 3","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_portal_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_portal_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_portal_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_portal_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_infernal_wall_corner_001","Canto Infernal","Infernal Wall Corner","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","wall","Season 1 - Arc 3","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_wall_corner_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_wall_corner_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_wall_corner_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_wall_corner_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_infernal_wall_straight_001","Muralha Infernal","Infernal Wall","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","wall","Season 1 - Arc 3","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_infernal_wall_straight_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_infernal_wall_straight_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_infernal_wall_straight_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_infernal_wall_straight_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_lava_channel_bend_001","Curva de Canal de Lava","Lava Channel Bend","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","tile","Season 1 - Arc 3","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_lava_channel_bend_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_lava_channel_bend_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_lava_channel_bend_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_lava_channel_bend_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_lava_channel_straight_001","Canal de Lava Reto","Straight Lava Channel","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","tile","Season 1 - Arc 3","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_lava_channel_straight_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_lava_channel_straight_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_lava_channel_straight_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_lava_channel_straight_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_lava_fall_001","Cascata de Lava","Lava Fall","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","environment effect mesh","Season 1 - Arc 3","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_lava_fall_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_lava_fall_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_lava_fall_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_lava_fall_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_infernal_fortress_spike_barricade_001","Barricada de Espinhos","Spike Barricade","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 3","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_infernal_fortress_spike_barricade_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_infernal_fortress_spike_barricade_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_infernal_fortress_spike_barricade_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_infernal_fortress_spike_barricade_001_PIPELINE.md","Assets/_Game/Art/Environments/infernal_fortress/Models","Planned destination; existence not asserted"
"env_undead_crypt_bone_pile_001","Pilha de Ossos","Bone Pile","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_bone_pile_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_bone_pile_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_bone_pile_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_bone_pile_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_broken_statue_001","Estátua Quebrada","Broken Statue","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_broken_statue_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_broken_statue_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_broken_statue_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_broken_statue_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_coffin_001","Caixão","Coffin","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_coffin_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_coffin_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_coffin_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_coffin_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_crypt_arch_001","Arco Funerário","Funerary Arch","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","structure","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_crypt_arch_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_crypt_arch_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_crypt_arch_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_crypt_arch_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_crypt_column_001","Coluna de Cripta","Crypt Column","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","structure","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_crypt_column_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_crypt_column_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_crypt_column_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_crypt_column_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_crypt_door_001","Porta da Cripta","Crypt Door","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","structure","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_crypt_door_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_crypt_door_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_crypt_door_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_crypt_door_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_crypt_floor_tile_001","Piso de Cripta","Crypt Floor Tile","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","tile","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_crypt_floor_tile_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_crypt_floor_tile_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_crypt_floor_tile_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_crypt_floor_tile_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_crypt_iron_gate_001","Grade de Cripta","Crypt Iron Gate","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_crypt_iron_gate_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_crypt_iron_gate_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_crypt_iron_gate_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_crypt_iron_gate_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_crypt_wall_corner_001","Canto de Cripta","Crypt Wall Corner","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","wall","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_crypt_wall_corner_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_crypt_wall_corner_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_crypt_wall_corner_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_crypt_wall_corner_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_crypt_wall_straight_001","Parede de Cripta","Crypt Wall","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","wall","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_crypt_wall_straight_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_crypt_wall_straight_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_crypt_wall_straight_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_crypt_wall_straight_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_grave_marker_001","Lápide","Grave Marker","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_grave_marker_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_grave_marker_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_grave_marker_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_grave_marker_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_hanging_chain_001","Corrente Suspensa","Hanging Chain","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_hanging_chain_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_hanging_chain_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_hanging_chain_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_hanging_chain_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_lich_throne_001","Trono do Lich","Lich Throne","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","hero prop","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_lich_throne_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_lich_throne_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_lich_throne_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_lich_throne_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_necromantic_crystal_001","Cristal Necromântico","Necromantic Crystal","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_necromantic_crystal_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_necromantic_crystal_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_necromantic_crystal_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_necromantic_crystal_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_necromantic_portal_001","Portal Necromântico","Necromantic Portal","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","hero prop","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_necromantic_portal_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_necromantic_portal_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_necromantic_portal_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_necromantic_portal_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_ossuary_001","Ossário","Ossuary","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","prop","Season 1 - Arc 2","P1","N/A","Text to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_ossuary_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_ossuary_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_ossuary_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_ossuary_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
"env_undead_crypt_ritual_altar_001","Altar Ritual","Ritual Altar","Task018","IdleMedievalLegends_Task018_EnvironmentStations/Examples/ENVIRONMENT_STATION_PRODUCTION_CATALOG.csv","Task015;Task018;Task019","2","3D Model","Environment","hero prop","Season 1 - Arc 2","P1","N/A","Image to 3D","Planned","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/ConceptArt/env_undead_crypt_ritual_altar_001_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Meshy/env_undead_crypt_ritual_altar_001_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/EnvironmentStations/Texture/env_undead_crypt_ritual_altar_001_texture.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/env_undead_crypt_ritual_altar_001_PIPELINE.md","Assets/_Game/Art/Environments/undead_crypt/Models","Planned destination; existence not asserted"
