asset_id,display_name_pt,display_name_en,asset_class,category,subcategory,faction_or_system,gameplay_role,production_phase,priority,tier,rarity_strategy,profession,biome,meshy_eligible,meshy_method,source_art_required,modularity,rig_type,animation_set,lod_required,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,texture_maps,material_slots_max,scale_m,pivot,collider,export_format,unity_import_path,prefab_path,reuse_group,dependencies,expected_variants,status,approval_criteria,notes,source_reference
ui_icon_status_locked_001,Estado Bloqueado,Locked Status Icon,2D Image,UI,Status Icon,UI,State communication,Vertical Slice,P0,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,128x128,RGBA/SDF optional,0,0,N/A,None,PNG or SVG,Assets/_Game/Art/UI/Icons/Status,N/A,ui_status_icons,Accessibility rules,1,Planned,Readable at 16–24 px; shape not color-only; consistent stroke,,ART_REF_001 + Visual Bible v1.0
ui_icon_status_new_001,Estado Novo,New Status Icon,2D Image,UI,Status Icon,UI,State communication,Vertical Slice,P0,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,128x128,RGBA/SDF optional,0,0,N/A,None,PNG or SVG,Assets/_Game/Art/UI/Icons/Status,N/A,ui_status_icons,Accessibility rules,1,Planned,Readable at 16–24 px; shape not color-only; consistent stroke,,ART_REF_001 + Visual Bible v1.0
ui_icon_status_reserved_001,Estado Reservado,Reserved Status Icon,2D Image,UI,Status Icon,UI,State communication,Vertical Slice,P0,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,128x128,RGBA/SDF optional,0,0,N/A,None,PNG or SVG,Assets/_Game/Art/UI/Icons/Status,N/A,ui_status_icons,Accessibility rules,1,Planned,Readable at 16–24 px; shape not color-only; consistent stroke,,ART_REF_001 + Visual Bible v1.0
ui_icon_status_warning_001,Estado Aviso,Warning Status Icon,2D Image,UI,Status Icon,UI,State communication,Vertical Slice,P0,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,128x128,RGBA/SDF optional,0,0,N/A,None,PNG or SVG,Assets/_Game/Art/UI/Icons/Status,N/A,ui_status_icons,Accessibility rules,1,Planned,Readable at 16–24 px; shape not color-only; consistent stroke,,ART_REF_001 + Visual Bible v1.0
resource_profession_tome_001,Tomo de Profissão,Profession Tome,3D Model,Loot,Crafting,Crafting,Reward/inventory presentation,Vertical Slice,P1,N/A,None,None,Global,Yes,Text to 3D,Optional,Standalone,None,None,Optional,300,1200,0.45,0,512x512,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,1,0.4,Base center,None or simple,FBX,Assets/_Game/Art/Props/Loot/Core,Assets/_Game/Prefabs/Props/Loot/resource_profession_tome_001.prefab,loot_core,UI render setup,1,Planned,Readable at 64 px; compact silhouette; no text or symbols requiring legibility,,ART_REF_001 + Visual Bible v1.0
boss_goblin_chieftain_001,Chefe Goblin,Goblin Chieftain,3D Model,Character,Enemy Boss,Goblin,commander bruiser,MVP,P1,N/A,None,None,Global,Yes,Multi-view Image to 3D,Yes,Full body + separate weapon where applicable,Humanoid,anim_boss_goblin_chieftain,Yes,7000,10000,0.5,0.25,2048x2048,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,1.75,Between feet at ground,Capsule/compound hit boxes,FBX,Assets/_Game/Art/Characters/Enemies/Goblin/goblin_chieftain_001/Models,Assets/_Game/Prefabs/Characters/Enemies/Goblin/PF_goblin_chieftain_001.prefab,goblin_boss_body,Approved character sheet; faction material library; weapon prop if armed,1,Planned,Readable combat role; faction silhouette; valid rig pose; no fused weapon; no accidental detached pieces,,ART_REF_001 + Visual Bible v1.0
boss_goblin_king_001,Rei Goblin,Goblin King,3D Model,Character,Enemy Boss,Goblin,multiphase commander,MVP,P1,N/A,None,None,Global,Yes,Multi-view Image to 3D,Yes,Full body + separate weapon where applicable,Humanoid,anim_boss_goblin_king,Yes,10000,15000,0.5,0.25,2048x2048,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,2.2,Between feet at ground,Capsule/compound hit boxes,FBX,Assets/_Game/Art/Characters/Enemies/Goblin/goblin_king_001/Models,Assets/_Game/Prefabs/Characters/Enemies/Goblin/PF_goblin_king_001.prefab,goblin_boss_body,Approved character sheet; faction material library; weapon prop if armed,1,Planned,Readable combat role; faction silhouette; valid rig pose; no fused weapon; no accidental detached pieces,,ART_REF_001 + Visual Bible v1.0
enemy_goblin_shaman_001,Xamã Goblin,Goblin Shaman,3D Model,Character,Enemy,Goblin,magic support,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Full body + separate weapon where applicable,Humanoid,anim_enemy_goblin_caster,Yes,3500,5500,0.5,0.25,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,1.25,Between feet at ground,Capsule/compound hit boxes,FBX,Assets/_Game/Art/Characters/Enemies/Goblin/goblin_shaman_001/Models,Assets/_Game/Prefabs/Characters/Enemies/Goblin/PF_goblin_shaman_001.prefab,goblin_special_body,Approved character sheet; faction material library; weapon prop if armed,1,Planned,Readable combat role; faction silhouette; valid rig pose; no fused weapon; no accidental detached pieces,,ART_REF_001 + Visual Bible v1.0
prop_goblin_king_crown_001,Coroa do Rei Goblin,Goblin King Crown,3D Model,Character Prop,crown,Goblin,Equipment for King,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,700,1800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/prop_goblin_king_crown_001.prefab,goblin_crown,Character socket standard; King concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
prop_goblin_trap_satchel_001,Bolsa de Armadilhas Goblin,Goblin Trap Satchel,3D Model,Character Prop,satchel,Goblin,Equipment for Ranger,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,700,1800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/prop_goblin_trap_satchel_001.prefab,goblin_satchel,Character socket standard; Ranger concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_goblin_chieftain_axe_001,Machado do Chefe Goblin,Goblin Chieftain Axe,3D Model,Character Prop,axe,Goblin,Equipment for Chieftain,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/weapon_goblin_chieftain_axe_001.prefab,goblin_axe,Character socket standard; Chieftain concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_goblin_high_shaman_totem_001,Totem do Alto Xamã,Goblin High Shaman Totem,3D Model,Character Prop,staff,Goblin,Equipment for High Shaman,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/weapon_goblin_high_shaman_totem_001.prefab,goblin_staff,Character socket standard; High Shaman concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_goblin_king_blade_001,Lâmina Real Goblin,Goblin King Blade,3D Model,Character Prop,2H sword,Goblin,Equipment for King,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/weapon_goblin_king_blade_001.prefab,goblin_2H sword,Character socket standard; King concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_goblin_ranger_longbow_001,Arco Longo Goblin,Goblin Ranger Longbow,3D Model,Character Prop,bow,Goblin,Equipment for Ranger,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/weapon_goblin_ranger_longbow_001.prefab,goblin_bow,Character socket standard; Ranger concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_hobgoblin_sword_001,Espada Hobgoblin,Hobgoblin Sword,3D Model,Character Prop,1H sword,Goblin,Equipment for Hobgoblin,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/weapon_hobgoblin_sword_001.prefab,goblin_1H sword,Character socket standard; Hobgoblin concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_hobgoblin_tower_shield_001,Escudo-Torre Hobgoblin,Hobgoblin Tower Shield,3D Model,Character Prop,shield,Goblin,Equipment for Hobgoblin,MVP,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Goblin,Assets/_Game/Prefabs/Equipment/weapon_hobgoblin_tower_shield_001.prefab,goblin_shield,Character socket standard; Hobgoblin concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
skin_archer_t03_base,Skin Arqueira T3,Archer Skin T3,3D Model,Character Skin,Archer,Heroes,Full-body equipment set visualization,MVP,P1,T3,Base tier skin; Legendary/Mythic may receive separate premium variant,None,Global,Yes,Multi-view Image to 3D,Yes,Full skin; separate weapon/shield,Humanoid,anim_hero_ranged_humanoid,Yes,5000,8500,0.5,0.25,2048x2048,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,3,1.9,Between feet at ground,Uses character prefab colliders,FBX,Assets/_Game/Art/Characters/Heroes/Archer/Skins/T3,Assets/_Game/Prefabs/Characters/Heroes/Skins/PF_skin_archer_t03.prefab,skin_archer_shared_skeleton,hero_archer_001; approved tier concept; shared humanoid skeleton,1,Planned,Exact shared skeleton proportions; no clipping in standard animations; tier silhouette progression is clear,,ART_REF_001 + Visual Bible v1.0
skin_mage_t03_base,Skin Mago T3,Mage Skin T3,3D Model,Character Skin,Mage,Heroes,Full-body equipment set visualization,MVP,P1,T3,Base tier skin; Legendary/Mythic may receive separate premium variant,None,Global,Yes,Multi-view Image to 3D,Yes,Full skin; separate weapon/shield,Humanoid,anim_hero_caster_humanoid,Yes,5000,8500,0.5,0.25,2048x2048,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,3,1.9,Between feet at ground,Uses character prefab colliders,FBX,Assets/_Game/Art/Characters/Heroes/Mage/Skins/T3,Assets/_Game/Prefabs/Characters/Heroes/Skins/PF_skin_mage_t03.prefab,skin_mage_shared_skeleton,hero_mage_001; approved tier concept; shared humanoid skeleton,1,Planned,Exact shared skeleton proportions; no clipping in standard animations; tier silhouette progression is clear,,ART_REF_001 + Visual Bible v1.0
skin_paladin_t03_base,Skin Paladino T3,Paladin Skin T3,3D Model,Character Skin,Paladin,Heroes,Full-body equipment set visualization,MVP,P1,T3,Base tier skin; Legendary/Mythic may receive separate premium variant,None,Global,Yes,Multi-view Image to 3D,Yes,Full skin; separate weapon/shield,Humanoid,anim_hero_tank_humanoid,Yes,5000,8500,0.5,0.25,2048x2048,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,3,1.9,Between feet at ground,Uses character prefab colliders,FBX,Assets/_Game/Art/Characters/Heroes/Paladin/Skins/T3,Assets/_Game/Prefabs/Characters/Heroes/Skins/PF_skin_paladin_t03.prefab,skin_paladin_shared_skeleton,hero_paladin_001; approved tier concept; shared humanoid skeleton,1,Planned,Exact shared skeleton proportions; no clipping in standard animations; tier silhouette progression is clear,,ART_REF_001 + Visual Bible v1.0
station_alchemist_t03_001,Laboratório T3,Laboratory T3,3D Model,Crafting Station,Alchemist,Crafting,Alquimista production station milestone,MVP,P1,T3,None,Alquimista,Global,Yes,Text to 3D,Optional,Station base + milestone upgrade variant,Generic optional,anim_station_alchemist,Yes,5000,7500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,3.5,Base center; work interaction point marked,Compound box colliders,FBX,Assets/_Game/Art/Crafting/Stations/Alchemist/T3,Assets/_Game/Prefabs/Crafting/Stations/PF_alchemist_t03.prefab,station_alchemist_milestones,Station interaction socket; profession material kit,1,Planned,Immediate Alquimista readability; irregular e orgânica silhouette; clear work area; milestone visibly stronger than prior tier,,ART_REF_001 + Visual Bible v1.0
station_blacksmith_t03_001,Forja T3,Forge T3,3D Model,Crafting Station,Blacksmith,Crafting,Ferreiro production station milestone,MVP,P1,T3,None,Ferreiro,Global,Yes,Text to 3D,Optional,Station base + milestone upgrade variant,Generic optional,anim_station_blacksmith,Yes,5000,7500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,3.5,Base center; work interaction point marked,Compound box colliders,FBX,Assets/_Game/Art/Crafting/Stations/Blacksmith/T3,Assets/_Game/Prefabs/Crafting/Stations/PF_blacksmith_t03.prefab,station_blacksmith_milestones,Station interaction socket; profession material kit,1,Planned,Immediate Ferreiro readability; quadrada e pesada silhouette; clear work area; milestone visibly stronger than prior tier,,ART_REF_001 + Visual Bible v1.0
station_enchanter_t03_001,Mesa Arcana T3,Arcane Table T3,3D Model,Crafting Station,Enchanter,Crafting,Encantador production station milestone,MVP,P1,T3,None,Encantador,Global,Yes,Text to 3D,Optional,Station base + milestone upgrade variant,Generic optional,anim_station_enchanter,Yes,5000,7500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,3.5,Base center; work interaction point marked,Compound box colliders,FBX,Assets/_Game/Art/Crafting/Stations/Enchanter/T3,Assets/_Game/Prefabs/Crafting/Stations/PF_enchanter_t03.prefab,station_enchanter_milestones,Station interaction socket; profession material kit,1,Planned,Immediate Encantador readability; circular e vertical silhouette; clear work area; milestone visibly stronger than prior tier,,ART_REF_001 + Visual Bible v1.0
station_gatherer_t03_001,Acampamento de Expedição T3,Expedition Camp T3,3D Model,Crafting Station,Gatherer,Crafting,Coletador production station milestone,MVP,P1,T3,None,Coletador,Global,Yes,Text to 3D,Optional,Station base + milestone upgrade variant,Generic optional,anim_station_gatherer,Yes,5000,7500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,3.5,Base center; work interaction point marked,Compound box colliders,FBX,Assets/_Game/Art/Crafting/Stations/Gatherer/T3,Assets/_Game/Prefabs/Crafting/Stations/PF_gatherer_t03.prefab,station_gatherer_milestones,Station interaction socket; profession material kit,1,Planned,Immediate Coletador readability; triangular e robusta silhouette; clear work area; milestone visibly stronger than prior tier,,ART_REF_001 + Visual Bible v1.0
station_tailor_t03_001,Ateliê T3,Atelier T3,3D Model,Crafting Station,Tailor,Crafting,Costureiro production station milestone,MVP,P1,T3,None,Costureiro,Global,Yes,Text to 3D,Optional,Station base + milestone upgrade variant,Generic optional,anim_station_tailor,Yes,5000,7500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,3.5,Base center; work interaction point marked,Compound box colliders,FBX,Assets/_Game/Art/Crafting/Stations/Tailor/T3,Assets/_Game/Prefabs/Crafting/Stations/PF_tailor_t03.prefab,station_tailor_milestones,Station interaction socket; profession material kit,1,Planned,Immediate Costureiro readability; horizontal e organizada silhouette; clear work area; milestone visibly stronger than prior tier,,ART_REF_001 + Visual Bible v1.0
equipment_amulet_t02_base,Amuleto T2,Amulet T2,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,MVP,P1,T2,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,350,900,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.25,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T2/Accessory,Assets/_Game/Prefabs/Equipment/T2/PF_amulet_t02.prefab,equipment_amulet_tier_family,Tier 2 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_amulet_t03_base,Amuleto T3,Amulet T3,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,MVP,P1,T3,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,350,900,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.25,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T3/Accessory,Assets/_Game/Prefabs/Equipment/T3/PF_amulet_t03.prefab,equipment_amulet_tier_family,Tier 3 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_longbow_t02_base,Arco Longo T2,Longbow T2,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T2,6 rarity material/ornament variants from one tier family,Costureiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.5,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T2/Weapon,Assets/_Game/Prefabs/Equipment/T2/PF_longbow_t02.prefab,equipment_longbow_tier_family,Tier 2 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_longbow_t03_base,Arco Longo T3,Longbow T3,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T3,6 rarity material/ornament variants from one tier family,Costureiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.5,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T3/Weapon,Assets/_Game/Prefabs/Equipment/T3/PF_longbow_t03.prefab,equipment_longbow_tier_family,Tier 3 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_ring_t02_base,Anel T2,Ring T2,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,MVP,P1,T2,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.15,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T2/Accessory,Assets/_Game/Prefabs/Equipment/T2/PF_ring_t02.prefab,equipment_ring_tier_family,Tier 2 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_ring_t03_base,Anel T3,Ring T3,3D Model,Equipment,Accessory,Equipment,Crafted/equippable item family,MVP,P1,T3,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,300,800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.15,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T3/Accessory,Assets/_Game/Prefabs/Equipment/T3/PF_ring_t03.prefab,equipment_ring_tier_family,Tier 3 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_shield_t02_base,Escudo T2,Shield T2,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T2,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2600,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.9,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T2/Weapon,Assets/_Game/Prefabs/Equipment/T2/PF_shield_t02.prefab,equipment_shield_tier_family,Tier 2 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_shield_t03_base,Escudo T3,Shield T3,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T3,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,900,2600,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,0.9,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T3/Weapon,Assets/_Game/Prefabs/Equipment/T3/PF_shield_t03.prefab,equipment_shield_tier_family,Tier 3 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_staff_t02_base,Cajado T2,Staff T2,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T2,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.7,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T2/Weapon,Assets/_Game/Prefabs/Equipment/T2/PF_staff_t02.prefab,equipment_staff_tier_family,Tier 2 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_staff_t03_base,Cajado T3,Staff T3,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T3,6 rarity material/ornament variants from one tier family,Encantador,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,2800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.7,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T3/Weapon,Assets/_Game/Prefabs/Equipment/T3/PF_staff_t03.prefab,equipment_staff_tier_family,Tier 3 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_sword_1h_t02_base,Espada de Uma Mão T2,One-Handed Sword T2,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T2,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.1,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T2/Weapon,Assets/_Game/Prefabs/Equipment/T2/PF_sword_1h_t02.prefab,equipment_sword_1h_tier_family,Tier 2 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
equipment_sword_1h_t03_base,Espada de Uma Mão T3,One-Handed Sword T3,3D Model,Equipment,Weapon,Equipment,Crafted/equippable item family,MVP,P1,T3,6 rarity material/ornament variants from one tier family,Ferreiro,Global,Yes,Text to 3D,Optional,Base geometry + rarity overlays/material variants,None,Socketed when weapon,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.1,Grip point for weapons; base center for accessories,Simple or none,FBX,Assets/_Game/Art/Equipment/T3/Weapon,Assets/_Game/Prefabs/Equipment/T3/PF_sword_1h_t03.prefab,equipment_sword_1h_tier_family,Tier 3 language; rarity material library,6,Planned,Tier readable without rarity color; six rarity treatments possible; correct pivot; no excessive emission,,ART_REF_001 + Visual Bible v1.0
loot_chest_epic_001,Baú Épico,Epic Chest,3D Model,Loot,Reward Chest,Rewards,Reward reveal/idle loot,MVP,P1,N/A,Fixed Epic visual treatment #A24CE3,None,Global,Yes,Text to 3D,Optional,Shared chest proportions; rarity-specific ornaments,Generic,anim_loot_chest,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.0,Bottom center; lid hinge separate,Box collider,FBX,Assets/_Game/Art/Props/Loot/Chests,Assets/_Game/Prefabs/Props/Loot/PF_chest_epic.prefab,loot_chest_shared,Rarity material library,1,Planned,Rarity readable by shape and ornaments; functional lid separation; no full-surface glow,,ART_REF_001 + Visual Bible v1.0
loot_chest_legendary_001,Baú Lendário,Legendary Chest,3D Model,Loot,Reward Chest,Rewards,Reward reveal/idle loot,MVP,P1,N/A,Fixed Legendary visual treatment #F3A62A,None,Global,Yes,Text to 3D,Optional,Shared chest proportions; rarity-specific ornaments,Generic,anim_loot_chest,Yes,900,2500,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission mask,2,1.0,Bottom center; lid hinge separate,Box collider,FBX,Assets/_Game/Art/Props/Loot/Chests,Assets/_Game/Prefabs/Props/Loot/PF_chest_legendary.prefab,loot_chest_shared,Rarity material library,1,Planned,Rarity readable by shape and ornaments; functional lid separation; no full-surface glow,,ART_REF_001 + Visual Bible v1.0
